id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,sprite_png,sprite_svg
254,sceptile,grass,,70,85,65,105,85,120,17,522,"overgrow,unburden",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/254.svg
255,torchic,fire,,45,60,40,70,50,45,4,25,"blaze,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/255.svg
256,combusken,fire,fighting,60,85,60,85,60,55,9,195,"blaze,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/256.svg
257,blaziken,fire,fighting,80,120,70,110,70,80,19,520,"blaze,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/257.svg
258,mudkip,water,,50,70,50,50,50,40,4,76,"torrent,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/258.svg
259,marshtomp,water,ground,70,85,70,60,70,50,7,280,"torrent,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/259.svg
260,swampert,water,ground,100,110,90,85,90,60,15,819,"torrent,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/260.svg
261,poochyena,dark,,35,55,35,30,30,35,5,136,"run-away,quick-feet,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/261.svg
262,mightyena,dark,,70,90,70,60,60,70,10,370,"intimidate,quick-feet,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/262.svg
263,zigzagoon,normal,,38,30,41,30,41,60,4,175,"pickup,gluttony,quick-feet",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/263.svg
264,linoone,normal,,78,70,61,50,61,100,5,325,"pickup,gluttony,quick-feet",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/264.svg
265,wurmple,bug,,45,45,35,20,30,20,3,36,"shield-dust,run-away",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/265.svg
266,silcoon,bug,,50,35,55,25,25,15,6,100,shed-skin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/266.svg
267,beautifly,bug,flying,60,70,50,100,50,65,10,284,"swarm,rivalry",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/267.svg
268,cascoon,bug,,50,35,55,25,25,15,7,115,shed-skin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/268.svg
269,dustox,bug,poison,60,50,70,50,90,65,12,316,"shield-dust,compound-eyes",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/269.svg
270,lotad,water,grass,40,30,30,40,50,30,5,26,"swift-swim,rain-dish,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/270.svg
271,lombre,water,grass,60,50,50,60,70,50,12,325,"swift-swim,rain-dish,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/271.svg
272,ludicolo,water,grass,80,70,70,90,100,70,15,550,"swift-swim,rain-dish,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/272.svg
273,seedot,grass,,40,40,50,30,30,30,5,40,"chlorophyll,early-bird,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/273.svg
274,nuzleaf,grass,dark,70,70,40,60,40,60,10,280,"chlorophyll,early-bird,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/274.svg
275,shiftry,grass,dark,90,100,60,90,60,80,13,596,"chlorophyll,wind-rider,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/275.svg
276,taillow,normal,flying,40,55,30,30,30,85,3,23,"guts,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/276.svg
277,swellow,normal,flying,60,85,60,75,50,125,7,198,"guts,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/277.svg
278,wingull,water,flying,40,30,30,55,30,85,6,95,"keen-eye,hydration,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/278.svg
279,pelipper,water,flying,60,50,100,95,70,65,12,280,"keen-eye,drizzle,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/279.svg
280,ralts,psychic,fairy,28,25,25,45,35,40,4,66,"synchronize,trace,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/280.svg
281,kirlia,psychic,fairy,38,35,35,65,55,50,8,202,"synchronize,trace,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/281.svg
282,gardevoir,psychic,fairy,68,65,65,125,115,80,16,484,"synchronize,trace,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/282.svg
283,surskit,bug,water,40,30,32,50,52,65,5,17,"swift-swim,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/283.svg
284,masquerain,bug,flying,70,60,62,100,82,80,8,36,"intimidate,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/284.svg
285,shroomish,grass,,60,40,60,40,60,35,4,45,"effect-spore,poison-heal,quick-feet",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/285.svg
286,breloom,grass,fighting,60,130,80,60,60,70,12,392,"effect-spore,poison-heal,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/286.svg
287,slakoth,normal,,60,60,60,35,35,30,8,240,truant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/287.svg
288,vigoroth,normal,,80,80,80,55,55,90,14,465,vital-spirit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/288.svg
289,slaking,normal,,150,160,100,95,65,100,20,1305,truant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/289.svg
290,nincada,bug,ground,31,45,90,30,30,40,5,55,"compound-eyes,run-away",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/290.svg
291,ninjask,bug,flying,61,90,45,50,50,160,8,120,"speed-boost,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/291.svg
292,shedinja,bug,ghost,1,90,45,30,30,40,8,12,wonder-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/292.svg
293,whismur,normal,,64,51,23,51,23,28,6,163,"soundproof,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/293.svg
294,loudred,normal,,84,71,43,71,43,48,10,405,"soundproof,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/294.svg
295,exploud,normal,,104,91,63,91,73,68,15,840,"soundproof,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/295.svg
296,makuhita,fighting,,72,60,30,20,30,25,10,864,"thick-fat,guts,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/296.svg
297,hariyama,fighting,,144,120,60,40,60,50,23,2538,"thick-fat,guts,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/297.svg
298,azurill,normal,fairy,50,20,40,20,40,20,2,20,"thick-fat,huge-power,sap-sipper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/298.svg
299,nosepass,rock,,30,45,135,45,90,30,10,970,"sturdy,magnet-pull,sand-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/299.svg
300,skitty,normal,,50,45,45,35,35,50,6,110,"cute-charm,normalize,wonder-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/300.svg
301,delcatty,normal,,70,65,65,55,55,90,11,326,"cute-charm,normalize,wonder-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/301.svg
302,sableye,dark,ghost,50,75,75,65,65,50,5,110,"keen-eye,stall,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/302.svg
303,mawile,steel,fairy,50,85,85,55,55,50,6,115,"hyper-cutter,intimidate,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/303.svg
304,aron,steel,rock,50,70,100,40,40,30,4,600,"sturdy,rock-head,heavy-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/304.svg
305,lairon,steel,rock,60,90,140,50,50,40,9,1200,"sturdy,rock-head,heavy-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/305.svg
306,aggron,steel,rock,70,110,180,60,60,50,21,3600,"sturdy,rock-head,heavy-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/306.svg
307,meditite,fighting,psychic,30,40,55,40,55,60,6,112,"pure-power,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/307.svg
308,medicham,fighting,psychic,60,60,75,60,75,80,13,315,"pure-power,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/308.svg
309,electrike,electric,,40,45,40,65,40,65,6,152,"static,lightning-rod,minus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/309.svg
310,manectric,electric,,70,75,60,105,60,105,15,402,"static,lightning-rod,minus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/310.svg
311,plusle,electric,,60,50,40,85,75,95,4,42,"plus,lightning-rod",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/311.svg
312,minun,electric,,60,40,50,75,85,95,4,42,"minus,volt-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/312.svg
313,volbeat,bug,,65,73,75,47,85,85,7,177,"illuminate,swarm,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/313.svg
314,illumise,bug,,65,47,75,73,85,85,6,177,"oblivious,tinted-lens,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/314.svg
315,roselia,grass,poison,50,60,45,100,80,65,3,20,"natural-cure,poison-point,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/315.svg
316,gulpin,poison,,70,43,53,43,53,40,4,103,"liquid-ooze,sticky-hold,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/316.svg
317,swalot,poison,,100,73,83,73,83,55,17,800,"liquid-ooze,sticky-hold,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/317.svg
318,carvanha,water,dark,45,90,20,65,20,65,8,208,"rough-skin,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/318.svg
319,sharpedo,water,dark,70,120,40,95,40,95,18,888,"rough-skin,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/319.svg
320,wailmer,water,,130,70,35,70,35,60,20,1300,"water-veil,oblivious,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/320.svg
321,wailord,water,,170,90,45,90,45,60,145,3980,"water-veil,oblivious,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/321.svg
322,numel,fire,ground,60,60,40,65,45,35,7,240,"oblivious,simple,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/322.svg
323,camerupt,fire,ground,70,100,70,105,75,40,19,2200,"magma-armor,solid-rock,anger-point",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/323.svg
324,torkoal,fire,,70,85,140,85,70,20,5,804,"white-smoke,drought,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/324.svg
325,spoink,psychic,,60,25,35,70,80,60,7,306,"thick-fat,own-tempo,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/325.svg
326,grumpig,psychic,,80,45,65,90,110,80,9,715,"thick-fat,own-tempo,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/326.svg
327,spinda,normal,,60,60,60,60,60,60,11,50,"own-tempo,tangled-feet,contrary",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/327.svg
328,trapinch,ground,,45,100,45,45,45,10,7,150,"hyper-cutter,arena-trap,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/328.svg
329,vibrava,ground,dragon,50,70,50,50,50,70,11,153,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/329.svg
330,flygon,ground,dragon,80,100,80,80,80,100,20,820,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/330.svg
331,cacnea,grass,,50,85,40,85,40,35,4,513,"sand-veil,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/331.svg
332,cacturne,grass,dark,70,115,60,115,60,55,13,774,"sand-veil,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/332.svg
333,swablu,normal,flying,45,40,60,40,75,50,4,12,"natural-cure,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/333.svg
334,altaria,dragon,flying,75,70,90,70,105,80,11,206,"natural-cure,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/334.svg
335,zangoose,normal,,73,115,60,60,60,90,13,403,"immunity,toxic-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/335.svg
336,seviper,poison,,73,100,60,100,60,65,27,525,"shed-skin,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/336.svg
337,lunatone,rock,psychic,90,55,65,95,85,70,10,1680,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/337.svg
338,solrock,rock,psychic,90,95,85,55,65,70,12,1540,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/338.svg
339,barboach,water,ground,50,48,43,46,41,60,4,19,"oblivious,anticipation,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/339.svg
340,whiscash,water,ground,110,78,73,76,71,60,9,236,"oblivious,anticipation,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/340.svg
341,corphish,water,,43,80,65,50,35,35,6,115,"hyper-cutter,shell-armor,adaptability",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/341.svg
342,crawdaunt,water,dark,63,120,85,90,55,55,11,328,"hyper-cutter,shell-armor,adaptability",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/342.svg
343,baltoy,ground,psychic,40,40,55,40,70,55,5,215,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/343.svg
344,claydol,ground,psychic,60,70,105,70,120,75,15,1080,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/344.svg
345,lileep,rock,grass,66,41,77,61,87,23,10,238,"suction-cups,storm-drain",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/345.svg
346,cradily,rock,grass,86,81,97,81,107,43,15,604,"suction-cups,storm-drain",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/346.svg
347,anorith,rock,bug,45,95,50,40,50,75,7,125,"battle-armor,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/347.svg
348,armaldo,rock,bug,75,125,100,70,80,45,15,682,"battle-armor,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/348.svg
349,feebas,water,,20,15,20,10,55,80,6,74,"swift-swim,oblivious,adaptability",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/349.svg
350,milotic,water,,95,60,79,100,125,81,62,1620,"marvel-scale,competitive,cute-charm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/350.svg
351,castform,normal,,70,70,70,70,70,70,3,8,forecast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/351.svg
352,kecleon,normal,,60,90,70,60,120,40,10,220,"color-change,protean",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/352.svg
353,shuppet,ghost,,44,75,35,63,33,45,6,23,"insomnia,frisk,cursed-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/353.svg
354,banette,ghost,,64,115,65,83,63,65,11,125,"insomnia,frisk,cursed-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/354.svg
355,duskull,ghost,,20,40,90,30,90,25,8,150,"levitate,frisk",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/355.svg
356,dusclops,ghost,,40,70,130,60,130,25,16,306,"pressure,frisk",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/356.svg
357,tropius,grass,flying,99,68,83,72,87,51,20,1000,"chlorophyll,solar-power,harvest",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/357.svg
358,chimecho,psychic,,75,50,80,95,90,65,6,10,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/358.svg
359,absol,dark,,65,130,60,75,60,75,12,470,"pressure,super-luck,justified",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/359.svg
360,wynaut,psychic,,95,23,48,23,48,23,6,140,"shadow-tag,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/360.svg
