id,name,name_norm,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,height,weight,abilities,sprite_png,sprite_svg,generation,legendary,weak_to,resist_to,immune_to
267,beautifly,beautifly,bug,flying,60,70,50,100,50,65,395,10,284,"swarm,rivalry",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/267.svg,,,"electric, fire, flying, ice, rock","bug, fighting, grass",ground
268,cascoon,cascoon,bug,nan,50,35,55,25,25,15,205,7,115,shed-skin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/268.svg,,,"fire, flying, rock","fighting, grass, ground",
269,dustox,dustox,bug,poison,60,50,70,50,90,65,385,12,316,"shield-dust,compound-eyes",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/269.svg,,,"fire, flying, psychic, rock","bug, fairy, fighting, grass, poison",
270,lotad,lotad,water,grass,40,30,30,40,50,30,220,5,26,"swift-swim,rain-dish,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/270.svg,,,"bug, flying, poison","ground, steel, water",
271,lombre,lombre,water,grass,60,50,50,60,70,50,340,12,325,"swift-swim,rain-dish,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/271.svg,,,"bug, flying, poison","ground, steel, water",
272,ludicolo,ludicolo,water,grass,80,70,70,90,100,70,480,15,550,"swift-swim,rain-dish,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/272.svg,,,"bug, flying, poison","ground, steel, water",
273,seedot,seedot,grass,nan,40,40,50,30,30,30,220,5,40,"chlorophyll,early-bird,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/273.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
274,nuzleaf,nuzleaf,grass,dark,70,70,40,60,40,60,340,10,280,"chlorophyll,early-bird,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/274.svg,,,"bug, fairy, fighting, fire, flying, ice, poison","dark, electric, ghost, grass, ground, water",psychic
275,shiftry,shiftry,grass,dark,90,100,60,90,60,80,480,13,596,"chlorophyll,wind-rider,pickpocket",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/275.svg,,,"bug, fairy, fighting, fire, flying, ice, poison","dark, electric, ghost, grass, ground, water",psychic
276,taillow,taillow,normal,flying,40,55,30,30,30,85,270,3,23,"guts,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/276.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
277,swellow,swellow,normal,flying,60,85,60,75,50,125,455,7,198,"guts,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/277.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
278,wingull,wingull,water,flying,40,30,30,55,30,85,270,6,95,"keen-eye,hydration,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/278.svg,,,"electric, rock","bug, fighting, fire, steel, water",ground
279,pelipper,pelipper,water,flying,60,50,100,95,70,65,440,12,280,"keen-eye,drizzle,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/279.svg,,,"electric, rock","bug, fighting, fire, steel, water",ground
280,ralts,ralts,psychic,fairy,28,25,25,45,35,40,198,4,66,"synchronize,trace,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/280.svg,,,"ghost, poison, steel","fighting, psychic",dragon
281,kirlia,kirlia,psychic,fairy,38,35,35,65,55,50,278,8,202,"synchronize,trace,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/281.svg,,,"ghost, poison, steel","fighting, psychic",dragon
282,gardevoir,gardevoir,psychic,fairy,68,65,65,125,115,80,518,16,484,"synchronize,trace,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/282.svg,,,"ghost, poison, steel","fighting, psychic",dragon
283,surskit,surskit,bug,water,40,30,32,50,52,65,269,5,17,"swift-swim,rain-dish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/283.svg,,,"electric, flying, rock","fighting, ground, ice, steel, water",
284,masquerain,masquerain,bug,flying,70,60,62,100,82,80,454,8,36,"intimidate,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/284.svg,,,"electric, fire, flying, ice, rock","bug, fighting, grass",ground
285,shroomish,shroomish,grass,nan,60,40,60,40,60,35,295,4,45,"effect-spore,poison-heal,quick-feet",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/285.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
286,breloom,breloom,grass,fighting,60,130,80,60,60,70,460,12,392,"effect-spore,poison-heal,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/286.svg,,,"fairy, fire, flying, ice, poison, psychic","dark, electric, grass, ground, rock, water",
287,slakoth,slakoth,normal,nan,60,60,60,35,35,30,280,8,240,truant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/287.svg,,,fighting,,ghost
288,vigoroth,vigoroth,normal,nan,80,80,80,55,55,90,440,14,465,vital-spirit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/288.svg,,,fighting,,ghost
289,slaking,slaking,normal,nan,150,160,100,95,65,100,670,20,1305,truant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/289.svg,,,fighting,,ghost
290,nincada,nincada,bug,ground,31,45,90,30,30,40,266,5,55,"compound-eyes,run-away",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/290.svg,,,"fire, flying, ice, water","fighting, ground, poison",electric
291,ninjask,ninjask,bug,flying,61,90,45,50,50,160,456,8,120,"speed-boost,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/291.svg,,,"electric, fire, flying, ice, rock","bug, fighting, grass",ground
292,shedinja,shedinja,bug,ghost,1,90,45,30,30,40,236,8,12,wonder-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/292.svg,,,"dark, fire, flying, ghost, rock","bug, grass, ground, poison","fighting, normal"
293,whismur,whismur,normal,nan,64,51,23,51,23,28,240,6,163,"soundproof,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/293.svg,,,fighting,,ghost
294,loudred,loudred,normal,nan,84,71,43,71,43,48,360,10,405,"soundproof,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/294.svg,,,fighting,,ghost
295,exploud,exploud,normal,nan,104,91,63,91,73,68,490,15,840,"soundproof,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/295.svg,,,fighting,,ghost
296,makuhita,makuhita,fighting,nan,72,60,30,20,30,25,237,10,864,"thick-fat,guts,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/296.svg,,,"fairy, flying, psychic","bug, dark, rock",
297,hariyama,hariyama,fighting,nan,144,120,60,40,60,50,474,23,2538,"thick-fat,guts,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/297.svg,,,"fairy, flying, psychic","bug, dark, rock",
298,azurill,azurill,normal,fairy,50,20,40,20,40,20,190,2,20,"thick-fat,huge-power,sap-sipper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/298.svg,,,"poison, steel","bug, dark","dragon, ghost"
299,nosepass,nosepass,rock,nan,30,45,135,45,90,30,375,10,970,"sturdy,magnet-pull,sand-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/299.svg,,,"fighting, grass, ground, steel, water","fire, flying, normal, poison",
300,skitty,skitty,normal,nan,50,45,45,35,35,50,260,6,110,"cute-charm,normalize,wonder-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/300.svg,,,fighting,,ghost
301,delcatty,delcatty,normal,nan,70,65,65,55,55,90,400,11,326,"cute-charm,normalize,wonder-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/301.svg,,,fighting,,ghost
302,sableye,sableye,dark,ghost,50,75,75,65,65,50,380,5,110,"keen-eye,stall,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/302.svg,,,fairy,poison,"fighting, normal, psychic"
303,mawile,mawile,steel,fairy,50,85,85,55,55,50,380,6,115,"hyper-cutter,intimidate,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/303.svg,,,"fire, ground","bug, dark, fairy, flying, grass, ice, normal, psychic, rock","dragon, poison"
304,aron,aron,steel,rock,50,70,100,40,40,30,330,4,600,"sturdy,rock-head,heavy-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/304.svg,,,"fighting, ground, water","bug, dragon, fairy, flying, ice, normal, psychic, rock",poison
305,lairon,lairon,steel,rock,60,90,140,50,50,40,430,9,1200,"sturdy,rock-head,heavy-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/305.svg,,,"fighting, ground, water","bug, dragon, fairy, flying, ice, normal, psychic, rock",poison
306,aggron,aggron,steel,rock,70,110,180,60,60,50,530,21,3600,"sturdy,rock-head,heavy-metal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/306.svg,,,"fighting, ground, water","bug, dragon, fairy, flying, ice, normal, psychic, rock",poison
307,meditite,meditite,fighting,psychic,30,40,55,40,55,60,280,6,112,"pure-power,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/307.svg,,,"fairy, flying, ghost","fighting, rock",
308,medicham,medicham,fighting,psychic,60,60,75,60,75,80,410,13,315,"pure-power,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/308.svg,,,"fairy, flying, ghost","fighting, rock",
309,electrike,electrike,electric,nan,40,45,40,65,40,65,295,6,152,"static,lightning-rod,minus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/309.svg,,,ground,"electric, flying, steel",
310,manectric,manectric,electric,nan,70,75,60,105,60,105,475,15,402,"static,lightning-rod,minus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/310.svg,,,ground,"electric, flying, steel",
311,plusle,plusle,electric,nan,60,50,40,85,75,95,405,4,42,"plus,lightning-rod",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/311.svg,,,ground,"electric, flying, steel",
312,minun,minun,electric,nan,60,40,50,75,85,95,405,4,42,"minus,volt-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/312.svg,,,ground,"electric, flying, steel",
313,volbeat,volbeat,bug,nan,65,73,75,47,85,85,430,7,177,"illuminate,swarm,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/313.svg,,,"fire, flying, rock","fighting, grass, ground",
314,illumise,illumise,bug,nan,65,47,75,73,85,85,430,6,177,"oblivious,tinted-lens,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/314.svg,,,"fire, flying, rock","fighting, grass, ground",
315,roselia,roselia,grass,poison,50,60,45,100,80,65,400,3,20,"natural-cure,poison-point,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/315.svg,,,"fire, flying, ice, psychic","electric, fairy, fighting, grass, water",
316,gulpin,gulpin,poison,nan,70,43,53,43,53,40,302,4,103,"liquid-ooze,sticky-hold,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/316.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
317,swalot,swalot,poison,nan,100,73,83,73,83,55,467,17,800,"liquid-ooze,sticky-hold,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/317.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
318,carvanha,carvanha,water,dark,45,90,20,65,20,65,305,8,208,"rough-skin,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/318.svg,,,"bug, electric, fairy, fighting, grass","dark, fire, ghost, ice, steel, water",psychic
319,sharpedo,sharpedo,water,dark,70,120,40,95,40,95,460,18,888,"rough-skin,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/319.svg,,,"bug, electric, fairy, fighting, grass","dark, fire, ghost, ice, steel, water",psychic
320,wailmer,wailmer,water,nan,130,70,35,70,35,60,400,20,1300,"water-veil,oblivious,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/320.svg,,,"electric, grass","fire, ice, steel, water",
321,wailord,wailord,water,nan,170,90,45,90,45,60,500,145,3980,"water-veil,oblivious,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/321.svg,,,"electric, grass","fire, ice, steel, water",
322,numel,numel,fire,ground,60,60,40,65,45,35,305,7,240,"oblivious,simple,own-tempo",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/322.svg,,,"ground, water","bug, fairy, fire, poison, steel",electric
323,camerupt,camerupt,fire,ground,70,100,70,105,75,40,460,19,2200,"magma-armor,solid-rock,anger-point",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/323.svg,,,"ground, water","bug, fairy, fire, poison, steel",electric
324,torkoal,torkoal,fire,nan,70,85,140,85,70,20,470,5,804,"white-smoke,drought,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/324.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
325,spoink,spoink,psychic,nan,60,25,35,70,80,60,330,7,306,"thick-fat,own-tempo,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/325.svg,,,"bug, dark, ghost","fighting, psychic",
326,grumpig,grumpig,psychic,nan,80,45,65,90,110,80,470,9,715,"thick-fat,own-tempo,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/326.svg,,,"bug, dark, ghost","fighting, psychic",
327,spinda,spinda,normal,nan,60,60,60,60,60,60,360,11,50,"own-tempo,tangled-feet,contrary",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/327.svg,,,fighting,,ghost
328,trapinch,trapinch,ground,nan,45,100,45,45,45,10,290,7,150,"hyper-cutter,arena-trap,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/328.svg,,,"grass, ice, water","poison, rock",electric
329,vibrava,vibrava,ground,dragon,50,70,50,50,50,70,340,11,153,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/329.svg,,,"dragon, fairy, ice","fire, poison, rock",electric
330,flygon,flygon,ground,dragon,80,100,80,80,80,100,520,20,820,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/330.svg,,,"dragon, fairy, ice","fire, poison, rock",electric
331,cacnea,cacnea,grass,nan,50,85,40,85,40,35,335,4,513,"sand-veil,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/331.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
332,cacturne,cacturne,grass,dark,70,115,60,115,60,55,475,13,774,"sand-veil,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/332.svg,,,"bug, fairy, fighting, fire, flying, ice, poison","dark, electric, ghost, grass, ground, water",psychic
333,swablu,swablu,normal,flying,45,40,60,40,75,50,310,4,12,"natural-cure,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/333.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
334,altaria,altaria,dragon,flying,75,70,90,70,105,80,490,11,206,"natural-cure,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/334.svg,,,"dragon, fairy, ice, rock","bug, fighting, fire, grass, water",ground
335,zangoose,zangoose,normal,nan,73,115,60,60,60,90,458,13,403,"immunity,toxic-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/335.svg,,,fighting,,ghost
336,seviper,seviper,poison,nan,73,100,60,100,60,65,458,27,525,"shed-skin,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/336.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
337,lunatone,lunatone,rock,psychic,90,55,65,95,85,70,460,10,1680,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/337.svg,,,"bug, dark, ghost, grass, ground, steel, water","fire, flying, normal, poison, psychic",
338,solrock,solrock,rock,psychic,90,95,85,55,65,70,460,12,1540,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/338.svg,,,"bug, dark, ghost, grass, ground, steel, water","fire, flying, normal, poison, psychic",
339,barboach,barboach,water,ground,50,48,43,46,41,60,288,4,19,"oblivious,anticipation,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/339.svg,,,grass,"fire, poison, rock, steel",electric
340,whiscash,whiscash,water,ground,110,78,73,76,71,60,468,9,236,"oblivious,anticipation,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/340.svg,,,grass,"fire, poison, rock, steel",electric
341,corphish,corphish,water,nan,43,80,65,50,35,35,308,6,115,"hyper-cutter,shell-armor,adaptability",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/341.svg,,,"electric, grass","fire, ice, steel, water",
342,crawdaunt,crawdaunt,water,dark,63,120,85,90,55,55,468,11,328,"hyper-cutter,shell-armor,adaptability",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/342.svg,,,"bug, electric, fairy, fighting, grass","dark, fire, ghost, ice, steel, water",psychic
343,baltoy,baltoy,ground,psychic,40,40,55,40,70,55,300,5,215,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/343.svg,,,"bug, dark, ghost, grass, ice, water","fighting, poison, psychic, rock",electric
344,claydol,claydol,ground,psychic,60,70,105,70,120,75,500,15,1080,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/344.svg,,,"bug, dark, ghost, grass, ice, water","fighting, poison, psychic, rock",electric
345,lileep,lileep,rock,grass,66,41,77,61,87,23,355,10,238,"suction-cups,storm-drain",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/345.svg,,,"bug, fighting, ice, steel","electric, normal",
346,cradily,cradily,rock,grass,86,81,97,81,107,43,495,15,604,"suction-cups,storm-drain",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/346.svg,,,"bug, fighting, ice, steel","electric, normal",
347,anorith,anorith,rock,bug,45,95,50,40,50,75,355,7,125,"battle-armor,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/347.svg,,,"rock, steel, water","normal, poison",
348,armaldo,armaldo,rock,bug,75,125,100,70,80,45,495,15,682,"battle-armor,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/348.svg,,,"rock, steel, water","normal, poison",
349,feebas,feebas,water,nan,20,15,20,10,55,80,200,6,74,"swift-swim,oblivious,adaptability",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/349.svg,,,"electric, grass","fire, ice, steel, water",
350,milotic,milotic,water,nan,95,60,79,100,125,81,540,62,1620,"marvel-scale,competitive,cute-charm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/350.svg,,,"electric, grass","fire, ice, steel, water",
351,castform,castform,normal,nan,70,70,70,70,70,70,420,3,8,forecast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/351.svg,,,fighting,,ghost
